id;name;japaneseTitle;romaji;coverUrl;platforms;genre;japanExclusive;releaseDate;developer;publisher;difficulty;textComplexity;description;reason
382;Drakkhen;ドラッケン;Dorakken;placeholder_url;Super Nintendo;RPG;False;24-05-1991;Kemco;Kemco;caution;complex;RPG adventure;English release available but complex systems.
383;Heisei Shin Oni Ga Shima (Part 1);平成新鬼ヶ島;Heisei Shin Onigashima;placeholder_url;Super Nintendo;Adventure;True;23-05-1998;Nintendo;Nintendo;not-recommended;complex;Adventure game;Text-heavy gameplay requiring Japanese knowledge.
384;Heisei Shin Oni Ga Shima (Part 2);平成新鬼ヶ島;Heisei Shin Onigashima;placeholder_url;Super Nintendo;Adventure;True;23-05-1998;Nintendo;Nintendo;not-recommended;complex;Adventure game;Text-heavy gameplay requiring Japanese knowledge.
385;Wrecking Crew '98;レッキングクルー'98;Rekkingu Kurū '98;placeholder_url;Super Nintendo;Puzzle;True;23-05-1998;Nintendo R&D1;Nintendo;playable;simple;Action puzzle;Visual-based gameplay with minimal text needed.
386;Kouryuu Densetsu Villgust;黄龍伝説ヴィルガスト;Kōryū Densetsu Virugasuto;placeholder_url;Super Nintendo;RPG;True;23-05-1992;Winkysoft;Bandai;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
387;Final Fight 2;ファイナルファイト2;Fainaru Faito 2;placeholder_url;Super Nintendo;Action;False;22-05-1993;Capcom;Capcom;playable;simple;Beat 'em up;Action-focused gameplay with minimal text needed.
388;NBA All-Star Challenge;NBAオールスターチャレンジ;NBA Ōru Sutā Charenji;placeholder_url;Super Nintendo;Sports;False;21-05-1993;Beam Software;Acclaim Entertainment;playable;simple;Basketball game;Sports gameplay with minimal text needed.
389;Pachiokun Special 2;パチ夫くんスペシャル2;Pachiokun Supesharu 2;placeholder_url;Super Nintendo;Simulation;True;20-05-1994;Marioette;Coconuts Japan;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
390;Battle Tycoon: Flash Hiders SFX;バトルタイクーン;Batoru Taikūn;placeholder_url;Super Nintendo;Fighting;True;19-05-1995;Right Stuff;Right Stuff;playable;simple;Fighting game;Combat-focused with minimal text needed.
391;Snoopy Concert;スヌーピーコンサート;Sunūpī Konsāto;placeholder_url;Super Nintendo;Music;True;19-05-1995;Pax Softonica;Mitsui Fudosan;playable;simple;Music game;Visual-based gameplay with minimal text needed.
392;Super Donkey Kong 2;スーパードンキーコング2;Sūpā Donkī Kongu 2;placeholder_url;Super Nintendo;Platform;False;19-05-1995;Rare;Nintendo;playable;simple;Platform adventure;Action-focused gameplay with minimal text needed.
393;Tenchi Muyou!;天地無用!;Tenchi Muyō!;placeholder_url;Super Nintendo;Action;True;19-05-1995;Banpresto;Banpresto;caution;simple;Anime action;Some menu navigation in Japanese but mostly visual gameplay.
394;Tsuri Tarou 2;釣太郎2;Tsuri Tarō 2;placeholder_url;Super Nintendo;Sports;True;19-05-1995;Pack-In-Video;Pack-In-Video;caution;simple;Fishing game;Menu navigation in Japanese but gameplay is visual.
395;Wizardry V;ウィザードリィV;Wizādorī V;placeholder_url;Super Nintendo;RPG;True;19-05-1995;Sir-Tech;ASCII Entertainment;not-recommended;complex;Dungeon crawler;Complex RPG systems requiring Japanese knowledge.
396;Yoshi's Island;スーパーマリオ ヨッシーアイランド;Sūpā Mario: Yosshī Airando;placeholder_url;Super Nintendo;Platform;False;19-05-1995;Nintendo;Nintendo;playable;simple;Platform adventure;Action-focused gameplay with minimal text needed.
397;Crayon Shin-chan;クレヨンしんちゃん;Kureyon Shin-chan;placeholder_url;Super Nintendo;Action;True;19-05-1993;Tom Create;Bandai;caution;simple;Action platformer;Some menu navigation in Japanese but mostly visual gameplay.
398;Ys IV;イースIV;Īsu IV;placeholder_url;Super Nintendo;RPG;True;19-05-1993;Tonkin House;Tonkin House;not-recommended;complex;Action RPG;Story and menu-heavy requiring Japanese knowledge.
399;Dragon Ball Z: Super Gokuu Den;ドラゴンボールZ 超悟空伝;Doragon Bōru Zetto Chō Gokū Den;placeholder_url;Super Nintendo;RPG;True;18-05-1995;TOSE;Bandai;not-recommended;complex;Dragon Ball RPG;Story-heavy game requiring Japanese knowledge.
400;Fire Emblem: Genealogy of the Holy War;ファイアーエムブレム 聖戦の系譜;Faiā Emuburemu: Seisen no Keifu;placeholder_url;Super Nintendo;Strategy;True;18-05-1996;Intelligent Systems;Nintendo;not-recommended;complex;Strategy RPG;Complex gameplay systems requiring Japanese knowledge.
401;Pro Kishi Jinsei Simulation;プロ棋士人生シミュレーション;Puro Kishi Jinsei Shimyurēshon;placeholder_url;Super Nintendo;Board Game;True;18-05-1995;Random House;Imagineer;not-recommended;complex;Shogi simulation;Complex game requiring Japanese knowledge.
402;Pachinko Fan;パチンコファン;Pachinko Fan;placeholder_url;Super Nintendo;Simulation;True;17-05-1994;Planning Office Wada;Planning Office Wada;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
403;Picross NP Vol. 5;ピクロスNP Vol.5;Pikurosu NP Vol.5;placeholder_url;Super Nintendo;Puzzle;True;15-05-1999;Jupiter;Nintendo;playable;simple;Picture puzzle;Visual puzzle mechanics with minimal text needed.
404;Super Bases Loaded 3;スーパー3Dベースボール3;Sūpā 3D Bēsubōru 3;placeholder_url;Super Nintendo;Sports;False;15-05-1994;Tose;Jaleco;playable;simple;Baseball game;Sports gameplay with minimal text needed.
405;Romance of the Three Kingdoms IV;三國志IV;Sangokushi IV;placeholder_url;Super Nintendo;Strategy;False;14-05-1995;Koei;Koei;caution;complex;Historical strategy;Complex mechanics but English release available.
406;Space Invaders;スペースインベーダー;Supēsu Inbēdā;placeholder_url;Super Nintendo;Shoot 'em up;False;14-05-1994;Taito;Taito;playable;simple;Classic shooter;Visual-based gameplay with minimal text needed.
407;Secret of Mana 2;聖剣伝説3;Seiken Densetsu 3;placeholder_url;Super Nintendo;RPG;True;13-05-1995;Square;Square;not-recommended;complex;Action RPG;Complex story and systems requiring Japanese knowledge.
408;Soul Blazer;ソウルブレイダー;Sōru Bureidā;placeholder_url;Super Nintendo;Action;False;13-05-1992;Quintet;Enix;playable;simple;Action RPG;Action-focused gameplay with English release available.
409;Metal Combat;メタルコンバット;Metaru Konbatto;placeholder_url;Super Nintendo;Shooting;False;13-05-1993;Intelligent Systems;Nintendo;playable;simple;Rail shooter;Action-focused gameplay with minimal text needed.
410;Nichibutsu Mahjong III;日本物産麻雀III;Nichibutsu Mājan III;placeholder_url;Super Nintendo;Board Game;True;13-05-1995;Nichibutsu;Nichibutsu;not-recommended;complex;Mahjong game;Complex mahjong rules requiring Japanese knowledge.
411;Parlor! Mini 5;パーラー!ミニ5;Pārā! Mini 5;placeholder_url;Super Nintendo;Simulation;True;13-05-1996;Unknown;Nippon Telenet;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
412;Super Jinsei Game 4;スーパー人生ゲーム4;Sūpā Jinsei Gēmu 4;placeholder_url;Super Nintendo;Board Game;True;13-05-1996;Takara;Takara;not-recommended;complex;Life simulation;Complex board game requiring Japanese knowledge.
413;VS. Collection 2;VSコレクション2;VS Korekushon 2;placeholder_url;Super Nintendo;Fighting;True;13-05-1996;Bottom Up;Bottom Up;playable;simple;Fighting compilation;Combat-focused gameplay with minimal text needed.
414;Raiden Densetsu;雷電伝説;Raiden Densetsu;placeholder_url;Super Nintendo;Shoot 'em up;False;13-05-1991;Seibu Kaihatsu;Tecmo;playable;simple;Vertical shooter;Action-focused gameplay with minimal text needed.
415;Illusion of Time;ガイアの絆;Gaia no Kizuna;placeholder_url;Super Nintendo;RPG;False;12-05-1993;Quintet;Enix;playable;complex;Action RPG;English release available with standard RPG complexity.
416;Fatal Fury Special;餓狼伝説スペシャル;Garō Densetsu Supesharu;placeholder_url;Super Nintendo;Fighting;False;12-05-1994;Takara;Takara;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
417;Donkey Kong Country 2;スーパードンキーコング2;Sūpā Donkī Kongu 2;placeholder_url;Super Nintendo;Platform;False;11-05-1995;Rare;Nintendo;playable;simple;Platform adventure;Action-focused gameplay with minimal text needed.
418;Fatal Fury 3;餓狼伝説3;Garō Densetsu 3;placeholder_url;Super Nintendo;Fighting;False;11-05-1995;SNK;Takara;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
419;Super Goal! 3;スーパーゴール! 3;Sūpā Gōru! 3;placeholder_url;Super Nintendo;Sports;True;11-05-1994;Jaleco;Jaleco;playable;simple;Soccer game;Sports gameplay with minimal text needed.
420;Super Strike Eagle II;F-15スーパーストライクイーグルII;F-15 Sūpā Sutoraiku Īguru II;placeholder_url;Super Nintendo;Action;False;11-05-1993;MicroProse;MicroProse;playable;simple;Flight combat;Action-focused gameplay with minimal text needed.
421;Tecmo Super Bowl II;テクモスーパーボウルII;Tekumo Sūpā Bōru II;placeholder_url;Super Nintendo;Sports;False;11-05-1994;Tecmo;Tecmo;playable;simple;Football game;Sports gameplay with minimal text needed.
422;Yadamon: Wonderland Dreams;やだモン ワンダーランドドリームス;Yadamon Wandārando Dorīmusu;placeholder_url;Super Nintendo;Action;True;11-05-1993;Sting;Tokuma Shoten;caution;simple;Action adventure;Some story elements in Japanese but playable gameplay.
423;Mighty Morphin Power Rangers: The Movie;パワーレンジャー ザ・ムービー;Pawā Renjā Za Mūbī;placeholder_url;Super Nintendo;Action;False;10-05-1995;Bandai;Bandai;playable;simple;Action fighting;Combat-focused gameplay with minimal text needed.
424;Zero4 Champ RR-Z2;零四チャンプRR-Z2;Zero Yon Chanpu RR-Z2;placeholder_url;Super Nintendo;Racing;True;10-05-1995;Media Rings;Media Rings;caution;simple;Racing game;Menu navigation in Japanese but racing is visual.
425;Battle Soccer 3;バトルサッカー3;Batoru Sakkā 3;placeholder_url;Super Nintendo;Sports;True;10-05-1994;Pandora Box;Banpresto;playable;simple;Soccer game;Sports gameplay with minimal text needed.
426;Daibakushou Jinsei Gekijou 2;大爆笑人生劇場2;Daibakushō Jinsei Gekijō 2;placeholder_url;Super Nintendo;Board Game;True;10-05-1994;Taito;Taito;not-recommended;complex;Life simulation;Complex board game requiring Japanese knowledge.
427;Ganso Pachi-Slot Nihon Ichi 2;元祖パチスロ日本一2;Ganso Pachi-Surotto Nippon Ichi 2;placeholder_url;Super Nintendo;Simulation;True;10-05-1994;Coconuts Japan;Coconuts Japan;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
428;Gekitou Pro Wrestling 2;激闘プロレスリング2;Gekitō Puroresuringu 2;placeholder_url;Super Nintendo;Sports;True;10-05-1994;Yutaka;Yutaka;playable;simple;Wrestling game;Action-focused gameplay with minimal text needed.
429;Hakunetsu Pro Yakyuu '95;熱血プロ野球'95;Hakunetsu Puro Yakyū '95;placeholder_url;Super Nintendo;Sports;True;10-05-1995;Irem;Irem;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
430;Jikkyou Oshaberi Parodius 2;実況おしゃべりパロディウス2;Jikkyō Oshaberi Parodiusu 2;placeholder_url;Super Nintendo;Shoot 'em up;True;10-05-1995;Konami;Konami;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
431;Mahjong Taikai III;麻雀大会III;Mājan Taikai III;placeholder_url;Super Nintendo;Board Game;True;10-05-1995;I'MAX;I'MAX;not-recommended;complex;Mahjong game;Complex mahjong rules requiring Japanese knowledge.
432;Dream Basketball: Dunk & Hoop 2;ドリームバスケットボール ダンク&フープ2;Dorīmu Basukettobōru Danku & Hūpu 2;placeholder_url;Super Nintendo;Sports;True;09-05-1994;Human;Human;playable;simple;Basketball game;Sports gameplay with minimal text needed.
433;GP-1: Part III;GP-1 パートIII;GP-1 Pāto III;placeholder_url;Super Nintendo;Racing;False;09-05-1995;Atlus;Atlus;playable;simple;Racing game;Racing gameplay with minimal text requirements.
434;Hagane 2;鋼2;Hagane 2;placeholder_url;Super Nintendo;Action;False;09-05-1995;CAProduction;Hudson Soft;playable;simple;Action platformer;Action-focused gameplay with minimal text needed.
435;Hana no Keiji 2;花の慶次2;Hana no Keiji 2;placeholder_url;Super Nintendo;Action;True;09-05-1995;Tose;Yojigen;caution;simple;Historical action;Some story elements in Japanese but playable gameplay.
436;Magna Braban 2;マグナブラバン2;Maguna Buraban 2;placeholder_url;Super Nintendo;RPG;True;09-05-1995;Lenar;ASK;not-recommended;complex;RPG adventure;Story and menu-heavy requiring Japanese knowledge.
437;Metal Marines 2;ミリティア2;Miritia 2;placeholder_url;Super Nintendo;Strategy;False;09-05-1995;Namco;Namco;caution;complex;Strategy game;Complex mechanics but English release available.
438;Ranma 1/2: Chougi Ranbu Hen 2;らんま1/2 超技乱舞編2;Ranma 1/2: Chōgi Ranbu Hen 2;placeholder_url;Super Nintendo;Fighting;True;09-05-1995;Rumic Soft;Shogakukan;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
439;Super Bomberman 3;スーパーボンバーマン3;Sūpā Bonbāman 3;placeholder_url;Super Nintendo;Action;False;09-05-1995;Hudson Soft;Hudson Soft;playable;simple;Action puzzle;Visual-based gameplay with minimal text needed.
440;Wagyan Paradise 2;ワギャンパラダイス2;Wagyan Paradaisu 2;placeholder_url;Super Nintendo;Board Game;True;09-05-1995;Namco;Namco;not-recommended;complex;Board game;Complex mechanics requiring Japanese knowledge.
441;Yokoyama Mitsuteru: Sangokushi 2;横山光輝 三国志2;Yokoyama Mitsuteru: Sangokushi 2;placeholder_url;Super Nintendo;Strategy;True;09-05-1995;Banpresto;Banpresto;not-recommended;complex;Historical strategy;Complex gameplay requiring Japanese knowledge.
442;Zen-Nippon Pro Wrestling 3;全日本プロレスリング3;Zen-Nippon Puroresuringu 3;placeholder_url;Super Nintendo;Sports;True;09-05-1995;Natsume;Natsume;playable;simple;Wrestling game;Action-focused gameplay with minimal text needed.
443;Zig Zag Cat 2;ジグザグキャット2;Jiguzagu Kyatto 2;placeholder_url;Super Nintendo;Action;True;09-05-1995;Sigma;Sigma;playable;simple;Action game;Visual-based gameplay with minimal text needed.
444;Jikkyou Power Pro Wrestling '97;実況パワープロレスリング'97;Jikkyō Pawā Puroresuringu '97;placeholder_url;Super Nintendo;Sports;True;08-05-1997;Konami;Konami;playable;simple;Wrestling game;Action-focused gameplay with minimal text needed.
445;Kyuuyaku Megami Tensei;旧約・女神転生;Kyūyaku Megami Tensei;placeholder_url;Super Nintendo;RPG;True;31-03-1995;Opera House;Atlus;not-recommended;complex;RPG remake;Complex story and systems requiring Japanese knowledge.
446;Mickey Mania;ミッキーマニア;Mikkī Mania;placeholder_url;Super Nintendo;Platform;False;31-03-1995;Traveller's Tales;Capcom;playable;simple;Platform adventure;Action-focused gameplay with minimal text needed.
447;The Monopoly Game 2;モノポリー2;Monopurī 2;placeholder_url;Super Nintendo;Board Game;True;31-03-1995;Tomcat System;Tomy;caution;simple;Board game;Some menu navigation but familiar gameplay mechanics.
448;Saikousoku Shikou Shougi Mahjong;最高速思考将棋麻雀;Saikōsoku Shikō Shōgi Mahjong;placeholder_url;Super Nintendo;Board Game;True;31-03-1995;Unknown;Varie;not-recommended;complex;Board game compilation;Complex rules requiring Japanese knowledge.
449;Shijou Saikyou League Serie A;至上最強リーグセリエA;Shijō Saikyō Rīgu Serie A;placeholder_url;Super Nintendo;Sports;True;31-03-1995;Unknown;TNN;playable;simple;Soccer game;Sports gameplay with minimal text needed.
450;Super Formation Soccer 95;スーパーフォーメーションサッカー95;Sūpā Fōmēshon Sakkā 95;placeholder_url;Super Nintendo;Sports;False;31-03-1995;Human Entertainment;Human Entertainment;playable;simple;Soccer game;Sports gameplay with minimal text needed.
451;Andre Agassi Tennis;アンドレアガシテニス;Andore Agashi Tenisu;placeholder_url;Super Nintendo;Sports;False;31-03-1994;Radiance Software;TecMagik;playable;simple;Tennis game;Sports gameplay with minimal text needed.
452;Kyouraku Sanyou Maruhon Parlor!;京楽産業麻雀パーラー;Kyōraku Sangyō Mājan Pārā;placeholder_url;Super Nintendo;Simulation;True;30-03-1995;Unknown;Nippon Telenet;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
